lat,lon,time
51.68426400899418,5.29437974046426,2021-01-08T11:51:55Z
51.68426453821541,5.2944123444955435,2021-01-08T11:51:56Z
51.684247997165585,5.294433990344246,2021-01-08T11:51:57Z
51.684228701698785,5.294466776378938,2021-01-08T11:51:58Z
51.684208317110844,5.294504639251212,2021-01-08T11:51:59Z
51.68418072130258,5.294534813445173,2021-01-08T11:52:00Z
51.68416143573719,5.29456722351351,2021-01-08T11:52:01Z
51.68414696127228,5.294611145010045,2021-01-08T11:52:02Z
51.68413253970166,5.294643845762773,2021-01-08T11:52:03Z
51.68412389929396,5.294683851612049,2021-01-08T11:52:04Z
51.68410346323281,5.294720287480124,2021-01-08T11:52:06Z
51.684101584874455,5.2947523535533145,2021-01-08T11:52:07Z
51.684086600598526,5.294783795681847,2021-01-08T11:52:08Z
51.68405035928022,5.2948186923087714,2021-01-08T11:52:10Z
51.68406178012237,5.294931734626077,2021-01-08T11:52:12Z
51.684022293115476,5.294919131785079,2021-01-08T11:52:14Z
51.68398347023306,5.29491071436091,2021-01-08T11:52:15Z
51.68394857833739,5.294909293216242,2021-01-08T11:52:16Z
51.68389972651733,5.294919351373972,2021-01-08T11:52:17Z
51.683871827265534,5.294944249073684,2021-01-08T11:52:18Z
51.68385177606628,5.2949437601264435,2021-01-08T11:52:19Z
51.68382721756136,5.294951913747008,2021-01-08T11:52:20Z
51.683791060953496,5.295005611540937,2021-01-08T11:52:21Z
51.68376418758646,5.2950269782455335,2021-01-08T11:52:22Z
51.68374067059348,5.295045977499004,2021-01-08T11:52:23Z
51.683722124014,5.295049546014742,2021-01-08T11:52:24Z
51.68368733936384,5.295063828962068,2021-01-08T11:52:26Z
51.68366998416838,5.295105352153534,2021-01-08T11:52:27Z
51.683645113717006,5.295151228234506,2021-01-08T11:52:28Z
51.68363737865711,5.295184476783583,2021-01-08T11:52:29Z
51.68362792027744,5.295221353786216,2021-01-08T11:52:30Z
51.68361590023605,5.295249282959973,2021-01-08T11:52:31Z
51.68359549268348,5.295262577106956,2021-01-08T11:52:32Z
51.683563454462764,5.2953184810991525,2021-01-08T11:52:33Z
51.683532472429405,5.295343677845211,2021-01-08T11:52:34Z
51.68348501032027,5.295349337360921,2021-01-08T11:52:35Z
51.68343547495713,5.295321810128599,2021-01-08T11:52:36Z
51.68339136211166,5.295275414279022,2021-01-08T11:52:37Z
51.68337003247369,5.295211379195421,2021-01-08T11:52:38Z
51.68334676191282,5.295110480560363,2021-01-08T11:52:39Z
51.68331239927909,5.294998546647104,2021-01-08T11:52:40Z
51.68327268442801,5.294881457642544,2021-01-08T11:52:41Z
51.68323774031922,5.294770128938981,2021-01-08T11:52:42Z
51.683203307828165,5.294666374501831,2021-01-08T11:52:43Z
51.68316633984718,5.294560878495964,2021-01-08T11:52:44Z
51.68314316071782,5.294470765453702,2021-01-08T11:52:45Z
51.68312728423061,5.294398859110308,2021-01-08T11:52:46Z
51.6831106235468,5.294357560776496,2021-01-08T11:52:47Z
51.68313113223543,5.294341676544568,2021-01-08T11:53:03Z
51.68311437773178,5.294274813074455,2021-01-08T11:53:08Z
51.6830902525887,5.294200068759306,2021-01-08T11:53:09Z
51.68307517980314,5.294129908961788,2021-01-08T11:53:10Z
51.683092036294404,5.294048935261613,2021-01-08T11:53:11Z
51.683128053720544,5.293964505771799,2021-01-08T11:53:12Z
51.683211900800146,5.293900323471385,2021-01-08T11:53:13Z
51.68329307440286,5.293866505482252,2021-01-08T11:53:14Z
51.68338907786761,5.293843244487718,2021-01-08T11:53:15Z
51.68350017573503,5.293837367108819,2021-01-08T11:53:16Z
51.68359600572083,5.293849625428124,2021-01-08T11:53:17Z
51.68367617945902,5.293871443960065,2021-01-08T11:53:18Z
51.68374148242187,5.293913420991179,2021-01-08T11:53:19Z
51.68380312798026,5.293965564478032,2021-01-08T11:53:20Z
